Unnamed: 0,Name,Symbol,Exchange,Sector,Industry,href
,Iceco,7698,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,/equities/iceco
,OmniPlus System,7699,Tokyo,Basic Materials,Chemicals,/equities/omniplus-system-drc
,Shimadzu Corp,7701,Tokyo,Technology,Office Equipment,/equities/shimadzu-corp
,JMS Co Ltd,7702,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/jms-co-ltd
,GL Sciences,7705,Tokyo,Technology,Office Equipment,/equities/gl-sciences-inc
,Precision System Science,7707,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/precision-system-science
,Kubotek Corp,7709,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kubotek-corp
,Sukegawa Electric,7711,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sukegawa-electric-co-ltd
,Sigma Koki,7713,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sigma-koki-co-ltd
,Nagano Keiki Co Ltd,7715,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nagano-keiki-co-ltd
,Nakanishi,7716,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/nakanishi-inc
,V Technology Co Ltd,7717,Tokyo,Technology,Electronic Equipment & Parts,/equities/v-technology-co-ltd
,Star Micronics,7718,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/star-micronics
,Tokyo Koki,7719,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tokyo-koki-co-ltd
,Tokyo Keiki Inc,7721,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tokyo-keiki-inc
,Kokusai,7722,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kokusai-co-ltd
,Aichi Tokei Denki,7723,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/aichi-tokei-denki
,Inter Action,7725,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/inter-action-corp
,Kuroda Precision Industries,7726,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kuroda-precision-industries-ltd
,Oval Corp,7727,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/oval-corp
,Tokyo Seimitsu,7729,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/tokyo-seimitsu
,Mani Inc,7730,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/mani-inc
,Nikon Corp.,7731,Tokyo,Technology,"Computers, Phones & Household Electronics",/equities/nikon-corp.
,Topcon Corp,7732,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/topcon-corp
,Olympus Corp.,7733,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/olympus-corp.
,Riken Keiki Co Ltd,7734,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/riken-keiki-co-ltd
,Dainippon Screen Mfg.,7735,Tokyo,Technology,Semiconductors & Semiconductor Equipment,"/equities/dainippon-screen-mfg.-co.,-ltd."
,Canon Electronics,7739,Tokyo,Technology,Electronic Equipment & Parts,/equities/canon-electronics
,Tamron Co Ltd,7740,Tokyo,Technology,"Computers, Phones & Household Electronics",/equities/tamron-co-ltd
,Hoya Cor,7741,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/hoya-cor
,Seed,7743,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/seed-co-ltd
,Noritsu Koki Co Ltd,7744,Tokyo,Industrials,Professional & Commercial Services,/equities/noritsu-koki-co-ltd
,A&D Co Ltd,7745,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/a-d-co-ltd
,Okamoto Glass,7746,Tokyo,Technology,"Computers, Phones & Household Electronics",/equities/okamoto-glass-co-ltd
,Asahi Intecc,7747,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/asahi-intecc-co-ltd
,Medikit,7749,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/medikit-co-ltd
,Canon,7751,Tokyo,Technology,Office Equipment,/equities/canon-inc.
,Ricoh,7752,Tokyo,Technology,Office Equipment,"/equities/ricoh-co.,-ltd."
,IMV,7760,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/imv-corp
,Citizen Holdings,7762,Tokyo,Consumer Cyclicals,Textiles & Apparel,"/equities/citizen-holdings-co.,-ltd."
,Rhythm Watch Co Ltd,7769,Tokyo,Consumer Cyclicals,Household Goods,/equities/rhythm-watch-co-ltd
,Nihon Seimitsu,7771,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/nihon-seimitsu-co-ltd
,Japan Tissue Engineering,7774,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/japan-tissue-engineering-co-ltd
,Daiken Medical,7775,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/daiken-medical
,CellSeed,7776,Tokyo,Healthcare,Pharmaceuticals,/equities/cellseed-inc
,3-D Matrix,7777,Tokyo,Healthcare,Biotechnology & Medical Research,/equities/3-d-matrix-ltd
,Cyberdyne,7779,Tokyo,Healthcare,Healthcare Providers & Services,/equities/cyberdyne-inc
,Menicon Co,7780,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/menicon-co-ltd
,Hirayama,7781,Tokyo,Industrials,Professional & Commercial Services,/equities/hirayama-corp
,Sincere,7782,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/sincere-co
,Dreambed Co,7791,Tokyo,Consumer Cyclicals,Household Goods,/equities/dreambed-co
,Colan Totte,7792,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/colan-totte
,Image Magic,7793,Tokyo,Technology,Software & IT Services,/equities/image-magic
,EDP Corp,7794,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/edp-corp
,Kyoritsu Printing,7795,Tokyo,Industrials,Professional & Commercial Services,/equities/kyoritsu-printing
,Amifa,7800,Tokyo,Basic Materials,Containers & Packaging,/equities/amifa-co-ltd
,Bushiroad,7803,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/bushiroad-inc
,B&P,7804,Tokyo,Industrials,Professional & Commercial Services,/equities/b-p-co-ltd
,Printnet,7805,Tokyo,Technology,Software & IT Services,/equities/printnet
,MTG Co,7806,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/mtg-co
,KOWA CO,7807,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/kowa-co
,CS Lumber,7808,Tokyo,Basic Materials,Paper & Forest Products,/equities/cs-lumber
,Kotobukiya,7809,Tokyo,Consumer Cyclicals,Leisure Products,/equities/kotobukiya
,Crossfor Co,7810,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/crossfor-co-ltd
,Nakamoto Packs Co,7811,Tokyo,Basic Materials,Containers & Packaging,/equities/nakamoto-packs-co-ltd
,Crestec,7812,Tokyo,Industrials,Professional & Commercial Services,/equities/crestec-inc
,Platz,7813,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/platz-co-ltd
,Japan Creative Platform Group,7814,Tokyo,Industrials,Professional & Commercial Services,/equities/japan-creative-platform-group-co-lt
,Tokyo Board Industries,7815,Tokyo,Industrials,Professional & Commercial Services,/equities/tokyo-board-industries-co-ltd
,Snow Peak,7816,Tokyo,Consumer Cyclicals,Leisure Products,/equities/snow-peak-inc
,Paramount Bed Holdings,7817,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/paramount-bed-holdings
,Transaction Co Ltd,7818,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/transaction-co-ltd
,SHO-BI,7819,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/sho-bi-corp
,Nihon Flush,7820,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/nihon-flush-co-ltd
,Maeda Kosen Co Ltd,7821,Tokyo,Basic Materials,Construction Materials,/equities/maeda-kosen-co-ltd
,Eidai Co Ltd,7822,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/eidai-co-ltd
,Artnature Inc,7823,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/artnature-inc
,Furuya Metal,7826,Tokyo,Basic Materials,Metals & Mining,/equities/furuya-metal-co-ltd
,Orvis,7827,Tokyo,Basic Materials,Paper & Forest Products,/equities/orvis-corp
,Samantha Thavasa,7829,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/samantha-thavasa
,Wellco,7831,Tokyo,Industrials,Professional & Commercial Services,/equities/wellco-holdings-corp
,Bandai Namco Holdings Inc,7832,Tokyo,Consumer Cyclicals,Leisure Products,/equities/bandai-namco-holdings-inc
,IFIS Japan,7833,Tokyo,Industrials,Professional & Commercial Services,/equities/ifis-japan-ltd
,AVIX,7836,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/avix-inc
,R.C.Core,7837,Tokyo,Real Estate,Real Estate Operations,/equities/r-c-core-co-ltd
,Shoei,7839,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/shoei-co-ltd
,France Bed Holdings,7840,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/france-bed-holdings
,Endo Manufacturing,7841,Tokyo,Consumer Cyclicals,Leisure Products,/equities/endo-manufacturing-co-ltd
,Marvelous Inc,7844,Tokyo,Technology,Software & IT Services,/equities/marvelous-inc
,Pilot Corp,7846,Tokyo,Industrials,Professional & Commercial Services,/equities/pilot-corp
,Graphite Design,7847,Tokyo,Consumer Cyclicals,Leisure Products,/equities/graphite-design-inc
,Starts Publishing,7849,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/starts-publishing-corp
,Sougou Shouken,7850,Tokyo,Industrials,Professional & Commercial Services,/equities/sougou-shouken-co-ltd
,Kawase Computer Supplies,7851,Tokyo,Industrials,Professional & Commercial Services,/equities/kawase-computer-supplies-co-ltd
,Hagihara Industries,7856,Tokyo,Basic Materials,Chemicals,/equities/hagihara-industries
,Seki,7857,Tokyo,Industrials,Professional & Commercial Services,/equities/seki-co-ltd
,Almedio,7859,Tokyo,Technology,"Computers, Phones & Household Electronics",/equities/almedio-inc
,Avex Group Holdings,7860,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/avex-group-holdings
,Hiraga,7863,Tokyo,Industrials,Professional & Commercial Services,/equities/hiraga-co-ltd
,Fuji Seal International,7864,Tokyo,Basic Materials,Containers & Packaging,/equities/fuji-seal-international
,People,7865,Tokyo,Consumer Cyclicals,Leisure Products,/equities/people-co-ltd
,Tomy Co Ltd,7867,Tokyo,Consumer Cyclicals,Leisure Products,/equities/tomy-co-ltd
,Kosaido Co Ltd,7868,Tokyo,Industrials,Professional & Commercial Services,/equities/kosaido-co-ltd
,Fukuvi Chemical Industry,7871,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/fukuvi-chemical-industry-co-ltd
,As-me Estelle,7872,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/as-me-estelle
,Lec Inc,7874,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/lec-inc
,Takeda Printing,7875,Tokyo,Industrials,Professional & Commercial Services,/equities/takeda-printing-ltd
,Eidai Kako,7877,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/eidai-kako-co-ltd
,Kohsai,7878,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/kosaikogei-co-ltd
,Noda,7879,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/noda-corp
,Sun Messe,7883,Tokyo,Industrials,Professional & Commercial Services,/equities/sun-messe-co-ltd
,Takano Co Ltd,7885,Tokyo,Industrials,Professional & Commercial Services,/equities/takano-co-ltd
,Yamato Industry,7886,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamato-industry-co-ltd
,Nankai Plywood,7887,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/nankai-plywood-co-ltd
,Sanko Gosei,7888,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sanko-gosei-ltd
,Pronexus Inc,7893,Tokyo,Industrials,Professional & Commercial Services,/equities/pronexus-inc
,Seven Industries,7896,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/seven-industries-co-ltd
,Hokushin Co Ltd,7897,Tokyo,Basic Materials,Paper & Forest Products,/equities/hokushin-co-ltd
,Wood One Co Ltd,7898,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/wood-one-co-ltd
,Mics Chemical,7899,Tokyo,Basic Materials,Containers & Packaging,/equities/mics-chemical-co-ltd
,Matsumoto,7901,Tokyo,Industrials,Professional & Commercial Services,/equities/matsumoto-inc
,Sonocom,7902,Tokyo,Technology,Electronic Equipment & Parts,/equities/sonocom-co-ltd
,Daiken Corp,7905,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/daiken-corp
,Yonex,7906,Tokyo,Consumer Cyclicals,Leisure Products,/equities/yonex-co-ltd
,Kimoto Co Ltd,7908,Tokyo,Basic Materials,Chemicals,/equities/kimoto-co-ltd
,Toppan Printing,7911,Tokyo,Industrials,Professional & Commercial Services,"/equities/toppan-printing-co.,-ltd."
,Dai Nippon Printing,7912,Tokyo,Industrials,Professional & Commercial Services,"/equities/dai-nippon-printing-co.,-ltd."
,Kyodo Printing,7914,Tokyo,Industrials,Professional & Commercial Services,/equities/kyodo-printing
,Nissha Printing,7915,Tokyo,Technology,Electronic Equipment & Parts,/equities/nissha-printing
,Mitsumura Printing,7916,Tokyo,Industrials,Professional & Commercial Services,/equities/mitsumura-printing
,Fujimori Kogyo,7917,Tokyo,Basic Materials,Containers & Packaging,/equities/fujimori-kogyo
,VIA,7918,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/via-holdings-inc
,Nozaki Insatsu Shigyo,7919,Tokyo,Basic Materials,Containers & Packaging,/equities/nozaki-insatsu-shigyo-co-ltd
,Takara Printing,7921,Tokyo,Industrials,Professional & Commercial Services,/equities/takara-printing
,Sanko Sangyo,7922,Tokyo,Industrials,Professional & Commercial Services,/equities/sanko-sangyo-co-ltd
,Toin,7923,Tokyo,Basic Materials,Containers & Packaging,/equities/toin-corp
,Maezawa Kasei Industries,7925,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/maezawa-kasei-industries
,Muto Seiko Co,7927,Tokyo,Technology,"Computers, Phones & Household Electronics",/equities/muto-seiko-co
,Asahi Kagaku Kogyo,7928,Tokyo,Basic Materials,Chemicals,/equities/asahi-kagaku-kogyo-co-ltd
,Mirai Industry,7931,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/mirai-industry
,Nippi,7932,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/nippi-inc
,Asics Corp,7936,Tokyo,Consumer Cyclicals,Leisure Products,/equities/asics-corp
,Tsutsumi Jewelry,7937,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/tsutsumi-jewelry
,Regal,7938,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/regal-corp
,Kensoh,7939,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/kensoh-co-ltd
,Wavelock Holdings,7940,Tokyo,Basic Materials,Containers & Packaging,/equities/wavelock-holdings-co-ltd
,JSP Corp,7942,Tokyo,Basic Materials,Chemicals,/equities/jsp-corp
,Nichiha Corp,7943,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/nichiha-corp
,Roland Corp,7944,Tokyo,Consumer Cyclicals,Leisure Products,/equities/roland-corp
,Koyosha,7946,Tokyo,Industrials,Professional & Commercial Services,/equities/koyosha-inc
,FP Corp,7947,Tokyo,Basic Materials,Containers & Packaging,/equities/fp-corp
,Komatsu Wall Industry,7949,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/komatsu-wall-industry
,Yamaha Corp.,7951,Tokyo,Consumer Cyclicals,Leisure Products,/equities/yamaha-corp.
,Kawai Musical Instruments,7952,Tokyo,Consumer Cyclicals,Leisure Products,/equities/kawai-musical-instruments
,Kikusui Chemical Industries,7953,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/kikusui-chemical-industries-co-ltd
,Cleanup Corp,7955,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/cleanup-corp
,Pigeon Corp,7956,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/pigeon-corp
,Fujicopian,7957,Tokyo,Industrials,Professional & Commercial Services,/equities/fujicopian-co-ltd
,Tenma Corp,7958,Tokyo,Basic Materials,Chemicals,/equities/tenma-corp
,King Jim Co Ltd,7962,Tokyo,Industrials,Professional & Commercial Services,/equities/king-jim-co-ltd
,Koken,7963,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/koken-ltd
,Zojirushi,7965,Tokyo,Consumer Cyclicals,Household Goods,/equities/zojirushi-corp
,Lintec Corp,7966,Tokyo,Basic Materials,Chemicals,/equities/lintec-corp
,Shin Etsu Polymer,7970,Tokyo,Basic Materials,Chemicals,/equities/shin-etsu-polymer
,Toli Corp,7971,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/toli-corp
,Itoki Corp,7972,Tokyo,Industrials,Professional & Commercial Services,/equities/itoki-corp
,Nintendo,7974,Tokyo,Consumer Cyclicals,Leisure Products,/equities/nintendo-ltd
,Lihit Lab,7975,Tokyo,Industrials,Professional & Commercial Services,/equities/lihit-lab-inc
,Mitsubishi Pencil,7976,Tokyo,Industrials,Professional & Commercial Services,/equities/mitsubishi-pencil
,Shofu Inc,7979,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/shofu-inc
,Shigematsu Works,7980,Tokyo,Healthcare,Healthcare Providers & Services,/equities/shigematsu-works-co
,Takara Standard,7981,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/takara-standard
,Miroku,7983,Tokyo,Industrials,Aerospace & Defense,/equities/miroku-corp
,Kokuyo Co Ltd,7984,Tokyo,Industrials,Professional & Commercial Services,/equities/kokuyo-co-ltd
,Nepon,7985,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nepon-inc
,Nihon ISK,7986,Tokyo,Industrials,Professional & Commercial Services,/equities/nihon-isk-co-ltd
,Nakabayashi Co Ltd,7987,Tokyo,Basic Materials,Paper & Forest Products,/equities/nakabayashi-co-ltd
,Nifco Inc,7988,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/nifco-inc
,Tachikawa,7989,Tokyo,Consumer Cyclicals,Household Goods,/equities/tachikawa-corp
,Globeride Inc,7990,Tokyo,Consumer Cyclicals,Leisure Products,/equities/globeride-inc
,Mamiya-OP,7991,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/mamiya-op-co-ltd
,Sailor Pen,7992,Tokyo,Industrials,Professional & Commercial Services,/equities/sailor-pen-co-ltd
,Okamura Corp,7994,Tokyo,Industrials,Professional & Commercial Services,/equities/okamura-corp
,Nippon Valqua Industries,7995,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-valqua-industries
,Kurogane Kosakusho,7997,Tokyo,Industrials,Professional & Commercial Services,/equities/kurogane-kosakusho-ltd
,Mutoh Holdings,7999,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/mutoh-holdings
,Itochu Corp.,8001,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/itochu-corp.
,Marubeni Corp.,8002,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/marubeni-corp.
,Scroll Corp,8005,Tokyo,Consumer Cyclicals,Diversified Retail,/equities/scroll-corp
,Yuasa Funashoku,8006,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,/equities/yuasa-funashoku-co-ltd
,Takashima Co Ltd,8007,Tokyo,Basic Materials,Construction Materials,/equities/takashima-co-ltd
,Yondoshi Holdings,8008,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/yondoshi-holdings
,Sanyo Shokai Ltd,8011,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/sanyo-shokai-ltd
,Nagase Co Ltd,8012,Tokyo,Basic Materials,Chemicals,/equities/nagase-co-ltd
,Naigai Co Ltd,8013,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/naigai-co-ltd
,Chori Co Ltd,8014,Tokyo,Basic Materials,Chemicals,/equities/chori-co-ltd
,Toyota Tsusho Corp.,8015,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/toyota-tsusho-corp.
,Onward Holdings Co Ltd,8016,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/onward-holdings-co-ltd
,Sankyo Seiko Co Ltd,8018,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/sankyo-seiko-co-ltd
,Kanematsu Corp,8020,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/kanematsu-corp
,Mizuno Corp,8022,Tokyo,Consumer Cyclicals,Leisure Products,/equities/mizuno-corp
,Daiko Denshi Tsushin,8023,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/daiko-denshi-tsushin-ltd
,Tsukamotooration,8025,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/tsukamotooration
,Look Inc,8029,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/look-inc
,Chuo Gyorui,8030,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/chuo-gyorui-co-ltd
,Mitsui,8031,Tokyo,Industrials,Diversified Industrial Goods Wholesale,"/equities/mitsui---co.,-ltd."
,Japan Pulp and Paper,8032,Tokyo,Basic Materials,Paper & Forest Products,/equities/japan-pulp-and-paper
,Tokyo Electron,8035,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/tokyo-electron-ltd.
,Kamei Corp,8037,Tokyo,Energy,Oil & Gas,/equities/kamei-corp
,Tohto Suisan Co Ltd,8038,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/tohto-suisan-co-ltd
,Tsukiji Uoichiba,8039,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/tsukiji-uoichiba-co-ltd
,Tokyo Soir,8040,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/tokyo-soir-co-ltd
,OUG Holdings Inc,8041,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/oug-holdings-inc
,Starzen Co Ltd,8043,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/starzen-co-ltd
,Yokohama Maruuo,8045,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/yokohama-maruuo-co-ltd
,Marufuji Sheet Piling,8046,Tokyo,Basic Materials,Construction Materials,/equities/marufuji-sheet-piling-co-ltd
,Seiko Holdings Corp,8050,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/seiko-holdings-corp
,Yamazen Corp,8051,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamazen-corp
,Tsubakimoto Kogyo,8052,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsubakimoto-kogyo
,Sumitomo Corp.,8053,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/sumitomo-corp.
,Biprogy,8056,Tokyo,Technology,Software & IT Services,/equities/nihon-unisys-ltd
,Uchida Yoko Co Ltd,8057,Tokyo,Industrials,Professional & Commercial Services,/equities/uchida-yoko-co-ltd
,Mitsubishi Corp.,8058,Tokyo,Industrials,Diversified Industrial Goods Wholesale,/equities/mitsubishi-corp.
,Daiichi Jitsugyo,8059,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/daiichi-jitsugyo
,Canon Marketing Japan Inc,8060,Tokyo,Technology,Office Equipment,/equities/canon-marketing-japan-inc
,Seika Corp,8061,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/seika-corp
,Sato Sho Ji Corp,8065,Tokyo,Basic Materials,Metals & Mining,/equities/sato-sho-ji-corp
,Mitani,8066,Tokyo,Basic Materials,Construction Materials,/equities/mitani-corp
,Ryoyo Electro Corp,8068,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/ryoyo-electro-corp
,Tokyo Sangyo Co Ltd,8070,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tokyo-sangyo-co-ltd
,Japan Publications Trading,8072,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/japan-publications-trading-co-ltd
,Yuasa Trading,8074,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/yuasa-trading
,Shinsho Corp,8075,Tokyo,Basic Materials,Metals & Mining,/equities/shinsho-corp
,Canox Corp,8076,Tokyo,Basic Materials,Metals & Mining,/equities/canox-corp
,TORQ,8077,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kobayashi-metals
,Hanwa Co Ltd,8078,Tokyo,Basic Materials,Metals & Mining,/equities/hanwa-co-ltd
,Shoei Foods,8079,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/shoei-foods-corp
,Kanaden Corp,8081,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kanaden-corp
,Ryoden Trading,8084,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/ryoden-trading
,Narasaki Sangyo,8085,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/narasaki-sangyo-co-ltd
,Nipro Corp,8086,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/nipro-corp
,Iwatani Corp,8088,Tokyo,Energy,Oil & Gas,/equities/iwatani-corp
,Nice Holdings Inc,8089,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/nice-holdings-inc
,Nichimo Co Ltd,8091,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/nichimo-co-ltd
,Kyokuto Boeki Kaisha,8093,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kyokuto-boeki-kaisha
,Astena Holdings,8095,Tokyo,Healthcare,Pharmaceuticals,/equities/iwaki-co-ltd
,Kanematsu Electronics,8096,Tokyo,Technology,Software & IT Services,/equities/kanematsu-electronics
,San-Ai Oil,8097,Tokyo,Energy,Oil & Gas,/equities/san-ai-oil-co-ltd
,Inabata Co Ltd,8098,Tokyo,Basic Materials,Chemicals,/equities/inabata-co-ltd
,GSI Creos Corp,8101,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/gsi-creos-corp
,Meiwa Corp,8103,Tokyo,Basic Materials,Chemicals,/equities/meiwa-corp
,Kuwazawa Trading,8104,Tokyo,Basic Materials,Construction Materials,/equities/kuwazawa-trading
,Marushohotta,8105,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/marushohotta-co-ltd
,Kimuratan Corp,8107,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/kimuratan-corp
,Goldwin Inc,8111,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/goldwin-inc
,Unicharm Co,8113,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/unicharm-co
,Descente Ltd,8114,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/descente-ltd
,Moonbat,8115,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/moonbat-co-ltd
