Unnamed: 0,Name,Symbol,Exchange,Sector,Industry,href
,Yamau,5284,Tokyo,Basic Materials,Construction Materials,/equities/yamau-co-ltd
,Yamax,5285,Tokyo,Basic Materials,Construction Materials,/equities/yamax-corp
,Ito Yogyo,5287,Tokyo,Basic Materials,Construction Materials,/equities/ito-yogyo-co-ltd
,Asia Pile Holdings,5288,Tokyo,Basic Materials,Construction Materials,/equities/japan-pile-corp
,Vertex,5290,Tokyo,Basic Materials,Construction Materials,/equities/haneda-zenith-holdings-co-ltd
,Tokai Carbon,5301,Tokyo,Basic Materials,Chemicals,"/equities/tokai-carbon-co.,-ltd."
,Nippon Carbon,5302,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-carbon
,SEC Carbon,5304,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/sec-carbon-ltd
,Toyo Tanso Co Ltd,5310,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/toyo-tanso-co-ltd
,Noritake Co Ltd,5331,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/noritake-co-ltd
,TOTO,5332,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/toto-ltd.
,NGK Insulators,5333,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/ngk-insulators,-ltd."
,Niterra,5334,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/ngk-spark-plug-co-ltd
,Danto Holdings Corp,5337,Tokyo,Basic Materials,Construction Materials,/equities/danto-holdings-corp
,Asahi Eito,5341,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/asahi-eito-co-ltd
,Maruwa Co Ltd,5344,Tokyo,Technology,Electronic Equipment & Parts,/equities/maruwa-co-ltd
,Shinagawa Refractories,5351,Tokyo,Basic Materials,Construction Materials,/equities/shinagawa-refractories
,Krosaki Harima Corp,5352,Tokyo,Basic Materials,Construction Materials,/equities/krosaki-harima-corp
,Nippon Crucible,5355,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-crucible-co-ltd
,Yotai Refractories,5357,Tokyo,Basic Materials,Construction Materials,/equities/yotai-refractories
,TYK Corp,5363,Tokyo,Basic Materials,Construction Materials,/equities/tyk-corp
,Nikkato Corp,5367,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nikkato-corp
,Japan Insulation,5368,Tokyo,Industrials,Construction & Engineering,/equities/japan-insulation-co-ltd
,Shinto,5380,Tokyo,Basic Materials,Construction Materials,/equities/shinto-co-ltd
,Mipox,5381,Tokyo,Basic Materials,Chemicals,/equities/mipox-corp
,Fujimi Inc,5384,Tokyo,Basic Materials,Chemicals,/equities/fujimi-inc
,Tsuruya,5386,Tokyo,Basic Materials,Construction Materials,/equities/tsuruya-co-ltd
,Kunimine Industries,5388,Tokyo,Basic Materials,Construction Materials,/equities/kunimine-industries-co-ltd
,A&A Material Corp,5391,Tokyo,Basic Materials,Construction Materials,/equities/a-a-material-corp
,Nichias Corp,5393,Tokyo,Industrials,Construction & Engineering,/equities/nichias-corp
,Riken Corundum,5395,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/riken-corundum-co-ltd
,Nippon Steel,5401,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-steel-sumitomo-metal-corp.
,Kobe Steel,5406,Tokyo,Basic Materials,Metals & Mining,"/equities/kobe-steel,-ltd."
,Nakayama Steel Works,5408,Tokyo,Basic Materials,Metals & Mining,/equities/nakayama-steel-works
,Godo Steel Ltd,5410,Tokyo,Basic Materials,Metals & Mining,/equities/godo-steel-ltd
,"JFE Holdings, Inc.",5411,Tokyo,Basic Materials,Metals & Mining,"/equities/jfe-holdings,-inc."
,Tokyo Steel Mfg Co Ltd,5423,Tokyo,Basic Materials,Metals & Mining,/equities/tokyo-steel-mfg-co-ltd
,Kyoei Steel Ltd,5440,Tokyo,Basic Materials,Metals & Mining,/equities/kyoei-steel-ltd
,Yamato Kogyo Co Ltd,5444,Tokyo,Basic Materials,Metals & Mining,/equities/yamato-kogyo-co-ltd
,Tokyo Tekko Co Ltd,5445,Tokyo,Basic Materials,Metals & Mining,/equities/tokyo-tekko-co-ltd
,Hokuetsu Metal,5446,Tokyo,Basic Materials,Metals & Mining,/equities/hokuetsu-metal-co-ltd
,Osaka Steel Co Ltd,5449,Tokyo,Basic Materials,Metals & Mining,/equities/osaka-steel-co-ltd
,Yodogawa Steel Works,5451,Tokyo,Basic Materials,Metals & Mining,/equities/yodogawa-steel-works
,Takasago Tekko KK,5458,Tokyo,Basic Materials,Metals & Mining,/equities/takasago-tekko-kk
,Chubu Steel Plate,5461,Tokyo,Basic Materials,Metals & Mining,/equities/chubu-steel-plate
,Maruichi Steel Tube Ltd,5463,Tokyo,Basic Materials,Metals & Mining,/equities/maruichi-steel-tube-ltd
,Mory Industries Inc,5464,Tokyo,Basic Materials,Metals & Mining,/equities/mory-industries-inc
,Daido Steel Co Ltd,5471,Tokyo,Basic Materials,Metals & Mining,/equities/daido-steel-co-ltd
,Nippon Koshuha Steel,5476,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-koshuha-steel
,Nippon Yakin Kogyo,5480,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-yakin-kogyo
,Sanyo Special Steel Co Ltd,5481,Tokyo,Basic Materials,Metals & Mining,/equities/sanyo-special-steel-co-ltd
,Aichi Steel Corp,5482,Tokyo,Basic Materials,Metals & Mining,/equities/aichi-steel-corp
,Tohoku Steel,5484,Tokyo,Basic Materials,Metals & Mining,/equities/tohoku-steel-co-ltd
,Nippon Kinzoku,5491,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-kinzoku
,Lumber One,5526,Tokyo,,,/equities/lumber-one
,property technologies,5527,Tokyo,,,/equities/property-technologies
,Frontier House,5528,Tokyo,,,/equities/frontier-house
,No1 Urban Dev,5529,Tokyo,Real Estate,Real Estate Operations,/equities/no1-urban-dev
,Nakayama Fudousan,5531,Tokyo,Real Estate,Real Estate Operations,/equities/nakayama-fudousan
,Realgate,5532,Tokyo,,,/equities/realgate
,Elitz Holdings,5533,Tokyo,,,/equities/elitz-holdings
,Pacific Metals,5541,Tokyo,Basic Materials,Metals & Mining,"/equities/pacific-metals-co.,-ltd."
,Shinhokoku Steel,5542,Tokyo,Basic Materials,Metals & Mining,/equities/shinhokoku-steel-corp
,Nippon Denko Co Ltd,5563,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-denko-co-ltd
,Jenoba,5570,Tokyo,Technology,Software & IT Services,/equities/jenoba
,Excite Holdings,5571,Tokyo,Technology,Telecommunications Services,/equities/excite-holdings
,Ridgei,5572,Tokyo,,,/equities/ridgei
,Doraku Holdings,5573,Tokyo,Technology,Software & IT Services,/equities/doraku-holdings
,ABEJA,5574,Tokyo,,,/equities/abeja
,Globee,5575,Tokyo,,,/equities/globee
,O.B.System,5576,Tokyo,,,/equities/o.b.system
,Aidemy,5577,Tokyo,,,/equities/aidemy
,AR Advanced Technology,5578,Tokyo,,,/equities/ar-advanced-technology
,Prodelight,5580,Tokyo,,,/equities/prodelight
,Kurimoto Ltd,5602,Tokyo,Basic Materials,Metals & Mining,/equities/kurimoto-ltd
,Kogi Corp,5603,Tokyo,Basic Materials,Metals & Mining,/equities/kogi-corp
,Nippon Chuzo KK,5609,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-chuzo-kk
,Daiwa Heavy Industry,5610,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/daiwa-heavy-industry-co-ltd
,Nippon Chutetsukan KK,5612,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-chutetsukan-kk
,Japan Steel Works,5631,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/the-japan-steel-works,-ltd."
,Mitsubishi Steel Mfg.,5632,Tokyo,Basic Materials,Metals & Mining,/equities/mitsubishi-steel-mfg.
,Metalart,5644,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/metalart-corp
,Nichia Steel Works,5658,Tokyo,Basic Materials,Metals & Mining,/equities/nichia-steel-works
,Nippon Seisen,5659,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-seisen
,Kobelco Wire,5660,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/shinko-wire-co-ltd
,Powdertech,5695,Tokyo,Basic Materials,Chemicals,/equities/powdertech-co-ltd
,Sanyu,5697,Tokyo,Basic Materials,Metals & Mining,/equities/sanyu-co-ltd
,Envipro,5698,Tokyo,Industrials,Professional & Commercial Services,/equities/envipro-holdings-inc
,IBOKIN,5699,Tokyo,Industrials,Professional & Commercial Services,/equities/ibokin-co
,Daiki Aluminium Industry,5702,Tokyo,Basic Materials,Metals & Mining,/equities/daiki-aluminium-industry
,Nippon Light Metal Holdings Co.,5703,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-light-metal-holdings-co.
,JMC Corp,5704,Tokyo,Basic Materials,Metals & Mining,/equities/jmc-corp
,Mitsui Mining and Smelting Co.,5706,Tokyo,Basic Materials,Metals & Mining,/equities/mitsui-mining-and-smelting-co.
,Toho Zinc,5707,Tokyo,Basic Materials,Metals & Mining,"/equities/toho-zinc-co.,-ltd."
,Mitsubishi Materials Corp.,5711,Tokyo,Basic Materials,Metals & Mining,/equities/mitsubishi-materials-corp.
,Sumitomo Metal Mining,5713,Tokyo,Basic Materials,Metals & Mining,"/equities/sumitomo-metal-mining-co.,-ltd."
,DOWA Holdings,5714,Tokyo,Basic Materials,Metals & Mining,"/equities/dowa-holdings-co.,-ltd."
,Furukawa,5715,Tokyo,Basic Materials,Metals & Mining,"/equities/furukawa-co.,-ltd."
,S Science Co Ltd,5721,Tokyo,Basic Materials,Metals & Mining,/equities/s-science-co-ltd
,Asaka Riken,5724,Tokyo,Basic Materials,Metals & Mining,/equities/asaka-riken-co-ltd
,Osaka Titanium Tech Co Ltd,5726,Tokyo,Basic Materials,Metals & Mining,/equities/osaka-titanium-tech-co-ltd
,Toho Titanium,5727,Tokyo,Basic Materials,Metals & Mining,/equities/toho-titanium
,Nihon Seiko,5729,Tokyo,Basic Materials,Chemicals,/equities/nihon-seiko-co-ltd
,Uacj Corp,5741,Tokyo,Basic Materials,Metals & Mining,/equities/uacj-corp
,NIC Autotec,5742,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nic-autotec-inc
,Nippon Shindo,5753,Tokyo,Basic Materials,Metals & Mining,/equities/nippon-shindo-co-ltd
,CK San-Etsu,5757,Tokyo,Basic Materials,Metals & Mining,/equities/ck-san-etsu-co-ltd
,Nippon Denkai,5759,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-denkai
,Toho Kinzoku,5781,Tokyo,Basic Materials,Metals & Mining,/equities/toho-kinzoku-co-ltd
,Furukawa Electric,5801,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships","/equities/furukawa-electric-co.,-ltd."
,Sumitomo Electric Industries,5802,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/sumitomo-electric-industries-ltd.
,Fujikura,5803,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/fujikura-ltd.
,SWCC Showa Holdings,5805,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/swcc-showa-holdings
,Tatsuta Electric Wire Cable,5809,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tatsuta-electric-wire-cable
,Onamba,5816,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/onamba-co-ltd
,JMACS Japan,5817,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/jmacs-japan-co-ltd
,Canare Electric,5819,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/canare-electric
,Mitsuboshi,5820,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/mitsuboshi-co-ltd
,Hirakawa Hewtech,5821,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hirakawa-hewtech
,The Iyo Bank Ltd,5830,Tokyo,Financials,Banking Services,/equities/the-iyo-bank-ltd
,Shizuoka Financial Group,5831,Tokyo,Financials,Banking Services,"/equities/the-shizuoka-bank,-ltd."
,Chugin Financial Group,5832,Tokyo,Financials,Banking Services,/equities/the-chugoku-bank-ltd
,SBI Leasing Services,5834,Tokyo,Financials,Banking Services,/equities/sbi-leasing-services
,Rakuten Bank,5838,Tokyo,,,/equities/rakuten-bank
,Ryobi Ltd,5851,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/ryobi-ltd
,Ahresty Corp,5852,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/ahresty-corp
,Life Intelligent Enterprise Holdings,5856,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,/equities/tori-holdings-co-ltd
,Asahi Holdings Inc,5857,Tokyo,Industrials,Professional & Commercial Services,/equities/asahi-holdings-inc
,STG,5858,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/stg
,Sun Feste,5881,Tokyo,,,/equities/sun-feste
,GT Holdings,5883,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/gt-holdings
,Kuradashi,5884,Tokyo,,,/equities/kuradashi
,GDEP Advance,5885,Tokyo,,,/equities/gdep-advance
,Ookabe Glass,5886,Tokyo,,,/equities/ookabe-glass
,Daiken,5900,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/daiken-co-ltd
,Toyo Seikan Group Holdings,5901,Tokyo,Basic Materials,Containers & Packaging,"/equities/toyo-seikan-group-holdings,-ltd."
,Hokkan Holdings Ltd,5902,Tokyo,Industrials,Professional & Commercial Services,/equities/hokkan-holdings-ltd
,Shinpo,5903,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/shinpo-co-ltd
,Nihon Seikan KK,5905,Tokyo,Basic Materials,Containers & Packaging,/equities/nihon-seikan-kk
,MK Seiko,5906,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/mk-seiko-co-ltd
,Corona Corp,5909,Tokyo,Consumer Cyclicals,Household Goods,/equities/corona-corp
,Yokogawa Bridge,5911,Tokyo,Industrials,Construction & Engineering,/equities/yokogawa-bridge
,Komaihaltec Inc,5915,Tokyo,Industrials,Construction & Engineering,/equities/komaihaltec-inc
,Takigami Steel Construction,5918,Tokyo,Industrials,Construction & Engineering,/equities/takigami-steel-construction-co-ltd
,Kawagishi Bridge Works,5921,Tokyo,Industrials,Construction & Engineering,/equities/kawagishi-bridge-works-co-ltd
,Nasu Denki Tekko,5922,Tokyo,Basic Materials,Construction Materials,/equities/nasu-denki-tekko-co-ltd
,Takadakiko Steel Constr,5923,Tokyo,Industrials,Construction & Engineering,/equities/takadakiko-steel-constr
,Almetax Manufacturing,5928,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/almetax-manufacturing-co-ltd
,Sanwa Holdings Corp,5929,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sanwa-holdings-corp
,Bunka Shutter,5930,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/bunka-shutter
,Sankyo Tateyama Inc,5932,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sankyo-tateyama-inc
,Alinco Inc,5933,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/alinco-inc
,Gantan Beauty Industry,5935,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/gantan-beauty-industry-co-ltd
,Toyo Shutter Co Ltd,5936,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/toyo-shutter-co-ltd
,Lixil Group,5938,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/lixil-group
,Otani Kogyo,5939,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/otani-kogyo-co-ltd
,Fujisash,5940,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/fujisash-co-ltd
,Nakanishi MFG,5941,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nakanishi-mfg-co-ltd
,Nippon Filcon,5942,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nippon-filcon
,Noritz Corp,5943,Tokyo,Consumer Cyclicals,Household Goods,/equities/noritz-corp
,Tenryu Saw Mfg.,5945,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tenryu-saw-mfg--co-ltd
,Chofu Seisakusho,5946,Tokyo,Consumer Cyclicals,Household Goods,/equities/chofu-seisakusho
,Rinnai Corp,5947,Tokyo,Consumer Cyclicals,Household Goods,/equities/rinnai-corp
,Unipres Corp,5949,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/unipres-corp
,Japan Power Fastening,5950,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/japan-power-fastening-co-ltd
,Dainichi Co Ltd,5951,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/dainichi-co-ltd
,Amatei,5952,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/amatei-inc
,Yamashina,5955,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/yamashina-corp
,Toso,5956,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/toso-co-ltd
,Nitto Seiko Co Ltd,5957,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nitto-seiko-co-ltd
,Sanyo Industries,5958,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sanyo-industries
,Okabe Co Ltd,5959,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/okabe-co-ltd
,Asaka Industrial,5962,Tokyo,Consumer Cyclicals,Household Goods,/equities/asaka-industrial-co-ltd
,Fujimak,5965,Tokyo,Consumer Cyclicals,Household Goods,/equities/fujimak-corp
,Kyoto Tool,5966,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kyoto-tool-co-ltd
,Tone,5967,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tone-co-ltd
,Lobtex,5969,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/lobtex-co-ltd
,G-Tekt,5970,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/g-tekt-corp
,Kyowakogyosyo,5971,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kyowakogyosyo-co-ltd
,Toami,5973,Tokyo,Basic Materials,Metals & Mining,/equities/toami-corp
,ChugokuKogyo Co Ltd,5974,Tokyo,Energy,Oil & Gas Related Equipment and Services,/equities/chugokukogyo-co-ltd
,Topre Corp,5975,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/topre-corp
,Neturen Co Ltd,5976,Tokyo,Basic Materials,Metals & Mining,/equities/neturen-co-ltd
,Tokyo Rope Mfg,5981,Tokyo,Basic Materials,Metals & Mining,/equities/tokyo-rope-mfg
,Maruzen,5982,Tokyo,Consumer Cyclicals,Household Goods,/equities/maruzen-co-ltd
,Iwabuchi,5983,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/iwabuchi-corp
,Kanefusa,5984,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kanefusa-corp
,Suncall Corp,5985,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/suncall-corp
,Molitec Steel,5986,Tokyo,Basic Materials,Metals & Mining,/equities/molitec-steel
,Onex,5987,Tokyo,Basic Materials,Metals & Mining,/equities/onex-co
,Piolax Inc,5988,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/piolax-inc
,H-One,5989,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/h-one-co-ltd
,Super Tool,5990,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/super-tool-co-ltd
,Nhk Spring Co Ltd,5991,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/nhk-spring-co-ltd
,Chuo Spring Co Ltd,5992,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/chuo-spring-co-ltd
,Fine Sinter,5994,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/fine-sinter-co-ltd
,Kyoritsu Air Tech,5997,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kyoritsu-air-tech-inc
,Advanex Inc,5998,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/advanex-inc
,Miura Co Ltd,6005,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/miura-co-ltd
,Takuma Co Ltd,6013,Tokyo,Industrials,Professional & Commercial Services,/equities/takuma-co-ltd
,Japan Engine,6016,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/kobe-diesel-co-ltd
,Hanshin Diesel Works,6018,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/hanshin-diesel-works-ltd
,Akasaka Diesels,6022,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/akasaka-diesels-ltd
,Daihatsu Diesel Mfg,6023,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/daihatsu-diesel-mfg-co-ltd
,Gmo Tech,6026,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/gmo-tech-inc
,Bengo4 Com,6027,Tokyo,Technology,Software & IT Services,/equities/bengo4-com-inc
,TechnoPro Holdings,6028,Tokyo,Industrials,Professional & Commercial Services,/equities/technopro-holdings
,Artra,6029,Tokyo,Industrials,Professional & Commercial Services,/equities/artra-corp
,Adventure,6030,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/adventure-inc
,Scigineer,6031,Tokyo,Technology,Software & IT Services,/equities/scigineer-inc
,Interworks,6032,Tokyo,Industrials,Professional & Commercial Services,/equities/interworks-inc
,Extreme,6033,Tokyo,Technology,Software & IT Services,/equities/extreme-co-ltd
,Mrt,6034,Tokyo,Industrials,Professional & Commercial Services,/equities/mrt-inc
,IR Japan,6035,Tokyo,Industrials,Professional & Commercial Services,/equities/ir-japan-holdings-ltd
,KeePer Technical Lab,6036,Tokyo,Basic Materials,Chemicals,/equities/keeper-technical-laboratory-co-ltd
,Firstlogic,6037,Tokyo,Technology,Software & IT Services,/equities/firstlogic-inc
,Iid,6038,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/iid-inc
,Japan Animal Referral Medical,6039,Tokyo,Healthcare,Healthcare Providers & Services,/equities/japan-animal-referral-medical-cente
,Nippon Ski Resort,6040,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/nippon-ski-resort-development-co
,Nikki,6042,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/nikki-co-ltd
,Sanki Service,6044,Tokyo,Industrials,Professional & Commercial Services,/equities/sanki-service-corp
,Rentracks,6045,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/rentracks-co-ltd
,Linkbal,6046,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/linkbal-inc
,Gunosy,6047,Tokyo,Technology,Software & IT Services,/equities/gunosy-inc
,DesignOne Japan,6048,Tokyo,Technology,Software & IT Services,/equities/designone-japan-inc
,Itokuro,6049,Tokyo,Technology,Software & IT Services,/equities/itokuro-inc
,E-Guardian,6050,Tokyo,Industrials,Professional & Commercial Services,/equities/e-guardian-inc
,Livesense Inc,6054,Tokyo,Technology,Software & IT Services,/equities/livesense-inc
,Japan Material,6055,Tokyo,Technology,Semiconductors & Semiconductor Equipment,/equities/japan-material
,Vector Inc,6058,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/vector-inc
,Uchiyama Holdings,6059,Tokyo,Healthcare,Healthcare Providers & Services,/equities/uchiyama-holdings
,Cocolonet,6060,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/cocolonet-co-ltd
,Universal Engeisha,6061,Tokyo,Consumer Cyclicals,Specialty Retailers,/equities/universal-engeisha-co-ltd
,Charm Care,6062,Tokyo,Healthcare,Healthcare Providers & Services,/equities/charm-care-corp
,Emergency Assistance Japan,6063,Tokyo,Industrials,Professional & Commercial Services,/equities/emergency-assistance-japan-co-ltd
,Impact HD,6067,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/mediaflag
,Trenders,6069,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/trenders
,Careerlink Co Ltd,6070,Tokyo,Industrials,Professional & Commercial Services,/equities/careerlink-co-ltd
,IBJ,6071,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/ibj-inc
,Jibannet,6072,Tokyo,Industrials,Professional & Commercial Services,/equities/jibannet
,Asante Inc,6073,Tokyo,Industrials,Construction & Engineering,/equities/asante-inc
,JSS,6074,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/jss-corp
,Value HR,6078,Tokyo,Healthcare,Healthcare Providers & Services,/equities/value-hr-co-ltd
,M&A Capital Partners,6080,Tokyo,Financials,Investment Banking & Investment Services,/equities/m-a-capital-partners
,Allied Architects,6081,Tokyo,Technology,Software & IT Services,/equities/allied-architects-inc
,Ride on Express,6082,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/ride-on-express-co-ltd
,ERI Holdings Co Ltd,6083,Tokyo,Real Estate,Real Estate Operations,/equities/eri-holdings-co-ltd
,Architects Studio Japan,6085,Tokyo,Industrials,Professional & Commercial Services,/equities/architects-studio-japan-inc
,Shin Pro Maint,6086,Tokyo,Industrials,Professional & Commercial Services,/equities/shin-pro-maint-inc
,Abist Co Ltd,6087,Tokyo,Industrials,Professional & Commercial Services,/equities/abist-co-ltd
,Sigmaxyz,6088,Tokyo,Industrials,Professional & Commercial Services,/equities/sigmaxyz-inc
,Will Group Inc,6089,Tokyo,Industrials,Professional & Commercial Services,/equities/will-group-inc
,Human Metabolome Tech,6090,Tokyo,Healthcare,Biotechnology & Medical Research,/equities/human-metabolome-technologies-inc
,Wesco,6091,Tokyo,Industrials,Construction & Engineering,/equities/wesco-holdings-inc
,Enbio Holdings,6092,Tokyo,Industrials,Professional & Commercial Services,/equities/enbio-holdings-inc
,Escrow Agent Japan,6093,Tokyo,Real Estate,Real Estate Operations,/equities/escrow-agent-japan-inc
,Freakout,6094,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/freakout-inc
,Medpeer,6095,Tokyo,Technology,Software & IT Services,/equities/medpeer-inc
,Rarejob,6096,Tokyo,Academic & Educational Services,Professional & Business Education,/equities/rarejob-inc
,Recruit Holdings,6098,Tokyo,Industrials,Professional & Commercial Services,/equities/recruit-holdings
,Elan,6099,Tokyo,Healthcare,Healthcare Providers & Services,/equities/elan
,Tsugami Corp,6101,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/tsugami-corp
,Okuma Corp.,6103,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/okuma-corp.
